dom	sex	house	w	income	lab
33	2	3291	5351,90138	1395,307692	2
33	2	3292	4790,00681	12277,73333	3
33	1	3292	4790,00681	12277,73333	3
30	2	3294	1417,14148	18251,67778	0
30	2	3294	1417,14148	18251,67778	1
30	1	3294	1417,14148	18251,67778	1
30	2	3295	1018,50039	7221,266667	3
30	1	3295	1018,50039	7221,266667	3
30	1	3296	1257,47925	8562,173913	0
30	1	3296	1257,47925	8562,173913	3
30	2	3296	1257,47925	8562,173913	3
30	1	3296	1257,47925	8562,173913	1
30	2	3297	2699,71564	20822,26667	3
30	1	3297	2699,71564	20822,26667	1
30	2	3300	826,44023	216,96	3
13	1	3301	1224,80893	30624,95238	0
13	2	3301	1224,80893	30624,95238	0
13	2	3301	1224,80893	30624,95238	1
13	1	3301	1224,80893	30624,95238	1
29	1	3302	1236,1574	7837,92	3
29	2	3302	1236,1574	7837,92	3
29	2	3302	1236,1574	7837,92	2
29	1	3302	1236,1574	7837,92	2
29	1	3303	750,58937	12108,82609	0
29	2	3303	750,58937	12108,82609	3
29	2	3303	750,58937	12108,82609	3
29	1	3303	750,58937	12108,82609	1
29	1	3307	5160,26497	16695,8	1
34	1	3308	2695,41592	31574,1	1
34	2	3308	2695,41592	31574,1	3
34	1	3308	2695,41592	31574,1	3
34	2	3309	3137,77129	21680,24444	0
34	1	3309	3137,77129	21680,24444	1
34	2	3309	3137,77129	21680,24444	2
34	1	3311	1783,01196	8007,95	3
34	2	3311	1783,01196	8007,95	3
34	1	3311	1783,01196	8007,95	3
34	1	3312	3666,8492	17657,2381	1
34	1	3312	3666,8492	17657,2381	0
34	2	3312	3666,8492	17657,2381	0
34	2	3312	3666,8492	17657,2381	1
34	1	3313	1200,94508	20608,5	0
34	1	3313	1200,94508	20608,5	0
34	1	3313	1200,94508	20608,5	3
34	2	3313	1200,94508	20608,5	1
34	1	3313	1200,94508	20608,5	1
32	2	3314	1745,37904	24963,056	0
32	2	3314	1745,37904	24963,056	3
32	2	3314	1745,37904	24963,056	1
32	1	3314	1745,37904	24963,056	2
32	1	3315	1740,1821	24838,328	2
32	1	3315	1740,1821	24838,328	3
32	2	3315	1740,1821	24838,328	1
32	1	3315	1740,1821	24838,328	1
32	2	3316	2498,95546	36800,46667	3
32	1	3316	2498,95546	36800,46667	1
32	1	3317	2463,23085	58305,116	3
32	2	3317	2463,23085	58305,116	1
32	1	3317	2463,23085	58305,116	1
32	2	3317	2463,23085	58305,116	1
32	2	3318	2355,61143	14046,48	3
32	1	3318	2355,61143	14046,48	1
32	1	3318	2355,61143	14046,48	3
32	2	3318	2355,61143	14046,48	3
32	1	3319	4324,59869	9129,333333	3
32	2	3319	4324,59869	9129,333333	3
32	1	3320	1922,69585	7600,93	3
32	2	3320	1922,69585	7600,93	2
32	1	3320	1922,69585	7600,93	1
32	1	3321	2358,38197	13985,73333	1
32	2	3321	2358,38197	13985,73333	1
3	2	3362	1939,53255	7373,34	1
7	2	3941	1583,74129	7695,5	3
7	2	3942	1339,00833	17975,4	3
7	2	3942	1339,00833	17975,4	1
7	1	3943	1749,71869	10813,8	3
7	2	3945	1578,53422	13558,86667	3
7	1	3945	1578,53422	13558,86667	3
7	2	3946	1578,53422	14705,66667	3
7	1	3946	1578,53422	14705,66667	3
7	1	3948	1021,75567	10683,4	3
7	2	3948	1021,75567	10683,4	3
5	2	3949	2492,53	14275,66667	0
5	1	3949	2492,53	14275,66667	1
5	2	3949	2492,53	14275,66667	1
5	2	3950	7140,18658	7523,6	3
5	1	3951	1921,14513	14347,275	2
5	2	3951	1921,14513	14347,275	3
5	1	3951	1921,14513	14347,275	3
5	2	3953	2801,24762	20664,4	2
5	1	3953	2801,24762	20664,4	1
5	2	3955	11115,76589	5477,008696	0
5	1	3955	11115,76589	5477,008696	2
5	2	3955	11115,76589	5477,008696	1
5	1	3955	11115,76589	5477,008696	1
6	2	3956	1025,25969	10381,11539	0
6	2	3956	1025,25969	10381,11539	0
6	2	3956	1025,25969	10381,11539	1
6	1	3956	1025,25969	10381,11539	3
6	1	3956	1025,25969	10381,11539	1
6	2	3957	1268,63868	5935,866667	2
6	2	3957	1268,63868	5935,866667	3
6	2	3958	2307,25841	27583,52	1
6	1	3958	2307,25841	27583,52	1
6	2	3958	2307,25841	27583,52	3
6	1	3958	2307,25841	27583,52	1
6	2	3959	1534,30936	17883	3
6	2	3960	1644,31288	16515,68667	2
6	1	3960	1644,31288	16515,68667	2
6	1	3961	1478,53144	22655,73333	0
6	1	3961	1478,53144	22655,73333	1
6	2	3961	1478,53144	22655,73333	1
6	1	3963	2027,68348	7856,144444	1
6	1	3963	2027,68348	7856,144444	0
6	2	3963	2027,68348	7856,144444	1
6	1	3964	934,20236	10848,55	0
6	2	3964	934,20236	10848,55	2
6	1	3964	934,20236	10848,55	1
5	2	3967	556,2599	2159,7	0
5	1	3967	556,2599	2159,7	1
5	2	3967	556,2599	2159,7	3
5	1	3968	10463,28174	7289,155556	0
5	1	3968	10463,28174	7289,155556	1
5	2	3968	10463,28174	7289,155556	1
5	1	3969	703,84361	16755,415	3
5	1	3969	703,84361	16755,415	2
5	2	3969	703,84361	16755,415	1
5	1	3970	1371,91981	8781,094444	1
5	1	3970	1371,91981	8781,094444	0
5	2	3970	1371,91981	8781,094444	2
6	2	3972	2279,73471	30126,45833	3
6	1	3972	2279,73471	30126,45833	1
6	2	3972	2279,73471	30126,45833	0
6	1	3972	2279,73471	30126,45833	0
6	1	3972	2279,73471	30126,45833	0
6	2	3973	1207,02682	20199,184	0
6	2	3973	1207,02682	20199,184	1
6	1	3973	1207,02682	20199,184	2
6	2	3973	1207,02682	20199,184	1
6	2	3974	2885,65981	11285,62667	1
6	1	3974	2885,65981	11285,62667	1
6	2	3975	2706,80141	20620,73333	3
6	1	3975	2706,80141	20620,73333	3
6	2	3976	2151,70814	12248,82222	0
6	2	3976	2151,70814	12248,82222	1
6	1	3976	2151,70814	12248,82222	1
6	2	3977	1417,14355	11018,6	3
6	1	3978	3461,47949	24607,5	3
6	2	3979	3103,9649	13069	3
6	1	3979	3103,9649	13069	2
6	2	3979	3103,9649	13069	3
13	1	6024	6710,9007	23263,82778	0
13	1	6024	6710,9007	23263,82778	1
13	2	6024	6710,9007	23263,82778	3
13	2	6025	934,79231	8912,05	2
13	1	6025	934,79231	8912,05	3
13	2	6025	934,79231	8912,05	1
13	2	6026	1888,38081	24297,2381	0
13	1	6026	1888,38081	24297,2381	0
13	2	6026	1888,38081	24297,2381	1
13	1	6026	1888,38081	24297,2381	1
13	1	6027	1816,13829	9019,823077	0
13	2	6027	1816,13829	9019,823077	1
13	2	6028	1274,03	24900,96667	1
13	2	6028	1274,03	24900,96667	1
13	2	6029	2313,07534	11755,4	2
13	1	6029	2313,07534	11755,4	1
13	1	6030	1297,81664	9988,36	2
13	1	6030	1297,81664	9988,36	2
13	2	6030	1297,81664	9988,36	1
13	1	6030	1297,81664	9988,36	1
13	2	6031	1406,82099	13268,25	3
13	1	6031	1406,82099	13268,25	1
13	1	6031	1406,82099	13268,25	2
20	1	6032	1631,27972	16876,1	1
20	2	6032	1631,27972	16876,1	1
20	1	6032	1631,27972	16876,1	2
20	2	6033	2610,6645	9009,8	3
20	2	6034	2077,28768	12259,26667	3
20	1	6034	2077,28768	12259,26667	3
20	1	6035	3579,88113	21425,5	0
20	1	6035	3579,88113	21425,5	1
20	2	6035	3579,88113	21425,5	1
20	2	6036	1178,51104	11156,46154	0
20	2	6036	1178,51104	11156,46154	3
20	2	6037	2063,03338	15827,10714	3
20	2	6037	2063,03338	15827,10714	1
20	1	6037	2063,03338	15827,10714	1
20	2	6037	2063,03338	15827,10714	0
20	1	6037	2063,03338	15827,10714	0
16	2	6038	2155,39252	9781,466667	3
16	1	6038	2155,39252	9781,466667	3
16	2	6039	3935,75366	8865,533333	1
16	1	6039	3935,75366	8865,533333	2
16	1	6040	4482,79822	29477,345	2
16	1	6040	4482,79822	29477,345	3
16	2	6040	4482,79822	29477,345	1
16	2	6042	2776,89105	13383,4	3
16	2	6043	1830,95921	13824,00556	1
16	1	6043	1830,95921	13824,00556	2
16	2	6043	1830,95921	13824,00556	0
16	1	6044	1752,06191	17912,66667	3
16	2	6044	1752,06191	17912,66667	3
16	2	6045	4460,74325	8828,7	3
14	2	6046	2320,49448	15394,92308	0
14	2	6046	2320,49448	15394,92308	2
14	2	6047	2477,73106	15379,25333	1
14	1	6047	2477,73106	15379,25333	1
14	2	6048	1417,14355	15560,3	3
14	2	6049	1032,99974	8565,286667	2
14	1	6049	1032,99974	8565,286667	2
14	2	6050	2067,22727	12770,6	3
14	1	6050	2067,22727	12770,6	3
13	2	6051	2012,03671	15698,56667	3
13	1	6051	2012,03671	15698,56667	1
13	1	6051	2012,03671	15698,56667	0
13	2	6052	1067,76646	15636,76111	0
13	1	6052	1067,76646	15636,76111	1
13	2	6052	1067,76646	15636,76111	1
13	1	6056	3768,83504	28361,9	1
13	2	6057	1203,12531	9881,2	3
13	1	6057	1203,12531	9881,2	3
23	2	6058	724,64491	8847,792	3
23	2	6058	724,64491	8847,792	3
23	2	6058	724,64491	8847,792	2
23	1	6058	724,64491	8847,792	1
23	2	6059	929,71475	7474,153846	0
23	2	6059	929,71475	7474,153846	0
23	2	6059	929,71475	7474,153846	2
23	1	6059	929,71475	7474,153846	3
23	2	6059	929,71475	7474,153846	3
23	1	6060	2032,32546	12695,23333	2
23	1	6060	2032,32546	12695,23333	2
23	1	6061	2012,03671	15263,10556	0
23	2	6061	2012,03671	15263,10556	2
23	1	6061	2012,03671	15263,10556	1
23	2	6062	949,14922	13320,77778	0
23	2	6062	949,14922	13320,77778	1
23	1	6062	949,14922	13320,77778	3
23	2	6063	1291,56895	5610,843478	0
23	2	6063	1291,56895	5610,843478	3
23	2	6063	1291,56895	5610,843478	1
23	1	6063	1291,56895	5610,843478	2
24	2	6064	1505,05034	17436,73333	1
24	1	6064	1505,05034	17436,73333	1
24	1	6065	1289,03476	16114,8	1
24	2	6066	1989,23382	9774,24	3
24	2	6066	1989,23382	9774,24	2
24	2	6066	1989,23382	9774,24	3
24	1	6066	1989,23382	9774,24	1
24	2	6067	1746,47991	9366,8	3
24	1	6067	1746,47991	9366,8	3
24	1	6069	3877,72226	14202,45	1
24	2	6069	3877,72226	14202,45	3
24	1	6069	3877,72226	14202,45	1
24	1	6070	2993,01191	9258	3
16	1	6071	1456,18326	26040,28667	1
16	2	6071	1456,18326	26040,28667	2
16	2	6072	1804,33918	7906,769231	0
16	2	6072	1804,33918	7906,769231	1
16	1	6073	11193,142	9242,066667	0
16	1	6073	11193,142	9242,066667	1
16	2	6073	11193,142	9242,066667	2
16	2	6073	11193,142	9242,066667	0
16	2	6074	3043,5013	13197,6	1
16	2	6076	1637,20387	10937,90952	0
16	2	6076	1637,20387	10937,90952	0
16	1	6076	1637,20387	10937,90952	1
16	2	6076	1637,20387	10937,90952	2
16	1	6077	8625,72066	9734,476191	0
16	1	6077	8625,72066	9734,476191	0
16	2	6077	8625,72066	9734,476191	3
16	1	6077	8625,72066	9734,476191	1
14	2	6079	2740,73448	9763,16	1
14	1	6079	2740,73448	9763,16	1
14	2	6081	1417,14355	5321,52	3
14	1	6084	2248,19817	13630,76	1
14	2	6084	2248,19817	13630,76	2
14	1	6084	2248,19817	13630,76	0
14	1	6084	2248,19817	13630,76	3
14	1	6085	3013,46692	6732,366667	2
14	1	6085	3013,46692	6732,366667	2
14	2	6085	3013,46692	6732,366667	1
14	2	6085	3013,46692	6732,366667	3
14	1	6085	3013,46692	6732,366667	2
14	2	6086	2896,74748	10952,61111	0
14	2	6086	2896,74748	10952,61111	3
14	1	6086	2896,74748	10952,61111	1
14	1	6087	5426,9721	0	2
14	2	6088	1176,22977	562,5	2
14	2	6088	1176,22977	562,5	0
14	2	6088	1176,22977	562,5	0
14	2	6089	2412,3755	10135,09	1
14	1	6090	4161,04895	14061	1
14	2	6090	4161,04895	14061	3
14	1	6092	3954,55979	21772	3
14	1	6093	2119,55422	13181,2	3
14	2	6094	2596,47087	15453,4	3
14	2	6094	2596,47087	15453,4	1
14	2	6096	1993,31626	10983,31905	0
14	2	6096	1993,31626	10983,31905	0
14	2	6096	1993,31626	10983,31905	1
14	1	6096	1993,31626	10983,31905	1
14	1	6097	2643,6942	23886,37143	0
14	2	6097	2643,6942	23886,37143	1
14	1	6097	2643,6942	23886,37143	1
14	2	6097	2643,6942	23886,37143	0
15	2	6098	2578,44359	19809,84667	2
15	1	6098	2578,44359	19809,84667	3
15	2	6099	1058,24798	10006,625	0
15	1	6099	1058,24798	10006,625	0
15	1	6099	1058,24798	10006,625	0
15	1	6099	1058,24798	10006,625	0
15	2	6099	1058,24798	10006,625	0
15	2	6099	1058,24798	10006,625	1
15	1	6099	1058,24798	10006,625	1
15	1	6100	2947,07367	15632	3
15	2	6101	1451,47026	14245,69565	0
15	1	6101	1451,47026	14245,69565	3
15	1	6101	1451,47026	14245,69565	1
15	2	6101	1451,47026	14245,69565	2
15	1	6103	3916,27845	20421,84	2
15	2	6103	3916,27845	20421,84	3
15	1	6104	3159,97355	22896,764	1
15	1	6104	3159,97355	22896,764	1
15	1	6104	3159,97355	22896,764	1
15	2	6104	3159,97355	22896,764	3
15	2	6105	2798,02274	9686,6	1
15	1	6107	3222,59942	12693,13333	2
15	2	6107	3222,59942	12693,13333	3
15	2	6108	1108,73978	13707	3
15	1	6109	4571,94436	29232,2	1
15	2	6109	4571,94436	29232,2	1
15	2	6110	2757,57433	7635,666667	0
15	1	6110	2757,57433	7635,666667	0
15	2	6110	2757,57433	7635,666667	2
15	1	6110	2757,57433	7635,666667	1
15	1	6111	1488,83073	13593,132	1
15	1	6111	1488,83073	13593,132	3
15	1	6111	1488,83073	13593,132	2
15	2	6111	1488,83073	13593,132	1
15	1	6112	8182,33404	8033,6	1
15	2	6112	8182,33404	8033,6	1
15	2	6113	2720,12506	5077,4	2
15	1	6114	5776,28116	2839,64	0
15	2	6114	5776,28116	2839,64	1
15	1	6114	5776,28116	2839,64	2
15	1	6115	3678,01279	20162,5	1
15	2	6116	1676,17167	16414,09524	1
15	1	6116	1676,17167	16414,09524	1
15	2	6116	1676,17167	16414,09524	0
15	2	6116	1676,17167	16414,09524	0
15	2	6117	1282,53637	23106,65	1
15	1	6117	1282,53637	23106,65	1
15	1	6117	1282,53637	23106,65	1
15	2	6118	1825,70145	28604,22222	1
15	1	6118	1825,70145	28604,22222	1
15	2	6118	1825,70145	28604,22222	0
15	1	6119	2296,97638	20840,55	3
15	2	6119	2296,97638	20840,55	1
15	1	6119	2296,97638	20840,55	1
15	2	6120	2150,33262	14766,13333	1
15	1	6120	2150,33262	14766,13333	1
15	1	6121	2357,97471	3534,445	1
15	2	6121	2357,97471	3534,445	2
15	1	6121	2357,97471	3534,445	2
15	2	6123	1846,35275	24400,78	1
15	1	6123	1846,35275	24400,78	2
15	1	6125	1816,77902	26984,33333	0
15	1	6125	1816,77902	26984,33333	0
15	2	6125	1816,77902	26984,33333	1
15	1	6125	1816,77902	26984,33333	1
15	1	6126	1622,28855	3560,876	2
15	2	6126	1622,28855	3560,876	2
15	2	6126	1622,28855	3560,876	1
15	1	6126	1622,28855	3560,876	2
15	2	6128	1258,35195	9368,2	1
15	2	6129	1305,59946	7160,2	3
15	1	6129	1305,59946	7160,2	3
15	2	6130	1724,59416	6609,4	3
15	2	6131	1338,15741	20171,7	3
15	1	6131	1338,15741	20171,7	1
15	2	6132	2075,87598	15824,69048	0
15	2	6132	2075,87598	15824,69048	0
15	2	6132	2075,87598	15824,69048	1
15	1	6132	2075,87598	15824,69048	1
15	1	6133	1957,41744	15106,27222	0
15	2	6133	1957,41744	15106,27222	1
15	1	6133	1957,41744	15106,27222	2
15	1	6134	538,07369	16107,35	3
15	1	6134	538,07369	16107,35	1
15	2	6134	538,07369	16107,35	1
15	2	6135	1487,20322	13455,5	3
15	2	6135	1487,20322	13455,5	3
15	1	6135	1487,20322	13455,5	1
15	1	6136	1414,26316	20433,75	3
15	2	6136	1414,26316	20433,75	1
15	2	6136	1414,26316	20433,75	1
15	1	6137	1215,72	8156,043333	1
15	1	6137	1215,72	8156,043333	3
15	2	6137	1215,72	8156,043333	3
15	2	6137	1215,72	8156,043333	3
15	1	6137	1215,72	8156,043333	1
15	1	6138	2281,80745	13820,695	2
15	2	6138	2281,80745	13820,695	2
15	1	6138	2281,80745	13820,695	3
15	2	6139	1301,43987	10159,66667	3
15	1	6139	1301,43987	10159,66667	3
15	1	6141	789,16878	5664,285714	0
15	2	6141	789,16878	5664,285714	0
15	2	6141	789,16878	5664,285714	2
15	2	6141	789,16878	5664,285714	3
15	1	6142	1753,62978	12957,2	3
15	2	6142	1753,62978	12957,2	3
27	2	6583	2144,8627	16804,28	1
27	1	6583	2144,8627	16804,28	1
27	2	6584	2299,21492	5433,613044	0
27	1	6584	2299,21492	5433,613044	0
27	2	6584	2299,21492	5433,613044	2
27	1	6584	2299,21492	5433,613044	1
27	1	6585	2434,54545	16773,35	1
27	2	6585	2434,54545	16773,35	3
27	1	6585	2434,54545	16773,35	3
27	2	6586	1934,39382	6760,666667	2
27	1	6586	1934,39382	6760,666667	1
27	1	6586	1934,39382	6760,666667	0
27	2	6586	1934,39382	6760,666667	0
27	2	6587	1009,87963	4413,533333	1
27	2	6587	1009,87963	4413,533333	3
27	2	6588	2252,93576	12822	2
27	1	6588	2252,93576	12822	2
27	2	6588	2252,93576	12822	3
27	1	6588	2252,93576	12822	1
27	2	6589	1870,71535	7144,892857	3
27	1	6589	1870,71535	7144,892857	0
27	2	6589	1870,71535	7144,892857	3
27	1	6589	1870,71535	7144,892857	1
27	2	6589	1870,71535	7144,892857	2
27	2	6590	2265,21026	10728,3	0
27	2	6590	2265,21026	10728,3	2
27	1	6590	2265,21026	10728,3	1
27	2	6591	2144,8627	20069,63333	2
27	1	6591	2144,8627	20069,63333	1
32	2	6593	950,60178	9557,196	2
32	2	6593	950,60178	9557,196	3
32	2	6593	950,60178	9557,196	1
32	1	6593	950,60178	9557,196	1
32	1	6595	3717,27553	12155,2	1
32	1	6597	2256,78479	20231,26667	1
32	2	6597	2256,78479	20231,26667	1
32	2	6599	2461,73207	16391,69	1
32	2	6600	2866,30198	11820,93333	2
32	1	6600	2866,30198	11820,93333	1
32	2	6601	1846,06709	16598,53333	3
32	1	6601	1846,06709	16598,53333	3
32	1	6602	967,42654	19428,5	3
32	1	6603	3446,93623	27972,88889	0
32	2	6603	3446,93623	27972,88889	1
32	1	6603	3446,93623	27972,88889	1
32	2	6604	2461,73207	14701,6	1
32	2	6605	2114,84702	7269,866667	3
32	1	6605	2114,84702	7269,866667	3
33	2	6606	3335,07341	18629,62667	3
33	1	6606	3335,07341	18629,62667	3
33	2	6608	956,63874	9321,1	3
33	2	6609	2253,49858	11386,545	1
33	2	6609	2253,49858	11386,545	3
33	1	6609	2253,49858	11386,545	3
33	1	6610	2736,07341	8551,796	0
33	1	6610	2736,07341	8551,796	3
33	1	6610	2736,07341	8551,796	3
33	2	6610	2736,07341	8551,796	3
33	1	6611	3162,81641	19493,30769	0
33	2	6611	3162,81641	19493,30769	1
33	2	6612	3509,03247	6497,38	3
33	2	6613	2128,26933	18039,76667	3
33	1	6613	2128,26933	18039,76667	3
33	1	6614	2576,18503	1576,269565	0
33	1	6614	2576,18503	1576,269565	0
33	2	6614	2576,18503	1576,269565	2
33	1	6614	2576,18503	1576,269565	1
33	2	6615	2834,4285	3891,692308	0
33	2	6615	2834,4285	3891,692308	3
33	2	6616	4901,54965	193,3	1
33	2	6617	2318,59926	24713,21739	0
33	1	6617	2318,59926	24713,21739	1
33	1	6617	2318,59926	24713,21739	1
33	2	6617	2318,59926	24713,21739	1
33	2	6618	933,84562	23534,24	2
33	2	6619	2262,62885	13114,38095	0
33	2	6619	2262,62885	13114,38095	0
33	2	6619	2262,62885	13114,38095	1
33	1	6619	2262,62885	13114,38095	1
30	1	6621	6326,22162	8446,9	3
30	2	6622	925,35371	8068,6	1
30	1	6623	2528,37235	6758,333333	0
30	1	6623	2528,37235	6758,333333	1
30	2	6623	2528,37235	6758,333333	3
29	2	6627	2598,82738	16703,46667	3
29	1	6627	2598,82738	16703,46667	3
29	1	6628	2401,80489	4428,1	2
29	2	6630	2262,96793	21428,27778	3
29	1	6630	2262,96793	21428,27778	1
29	1	6630	2262,96793	21428,27778	0
29	1	6631	1895,24982	31482,064	1
29	2	6631	1895,24982	31482,064	1
29	2	6631	1895,24982	31482,064	3
29	2	6631	1895,24982	31482,064	3
29	2	6632	1339,05127	14841,10714	2
29	1	6632	1339,05127	14841,10714	0
29	1	6632	1339,05127	14841,10714	3
29	2	6632	1339,05127	14841,10714	3
29	1	6632	1339,05127	14841,10714	1
29	2	6633	1834,44664	16908,45	3
29	1	6633	1834,44664	16908,45	3
29	2	6633	1834,44664	16908,45	1
29	1	6634	1770,87868	36226,73333	3
29	2	6634	1770,87868	36226,73333	3
30	1	6637	1252,71731	21087,3	1
30	2	6638	2247,46866	26136,6	3
30	1	6638	2247,46866	26136,6	3
30	2	6639	898,42619	24088,3	3
30	2	6640	1197,51513	30200,95	3
30	2	6640	1197,51513	30200,95	1
30	1	6640	1197,51513	30200,95	1
30	1	6641	6679,17123	54,06666667	3
30	2	6641	6679,17123	54,06666667	3
3	1	7442	2094,59127	7330,4	2
3	2	7442	2094,59127	7330,4	3
3	2	7443	2364,69773	10021,2	3
3	1	7444	1610,81447	4488,234783	2
3	2	7444	1610,81447	4488,234783	0
3	1	7444	1610,81447	4488,234783	0
3	2	7444	1610,81447	4488,234783	1
3	1	7445	2018,97794	13214,31333	1
3	2	7445	2018,97794	13214,31333	1
3	1	7446	1744,75467	4413,65	2
3	2	7446	1744,75467	4413,65	1
3	1	7446	1744,75467	4413,65	1
3	1	7447	4667,38742	1368,428571	3
3	1	7447	4667,38742	1368,428571	3
3	2	7447	4667,38742	1368,428571	3
3	1	7447	4667,38742	1368,428571	2
3	1	7447	4667,38742	1368,428571	1
3	2	7447	4667,38742	1368,428571	2
3	1	7448	1077,75384	11271,45217	0
3	1	7448	1077,75384	11271,45217	2
3	1	7448	1077,75384	11271,45217	3
3	2	7448	1077,75384	11271,45217	2
3	2	7449	1959,3672	13116,13333	3
3	1	7449	1959,3672	13116,13333	3
5	2	7451	983,11331	26798,7	1
5	2	7452	1705,46281	27860,8	1
5	1	7452	1705,46281	27860,8	1
5	2	7452	1705,46281	27860,8	1
6	2	7453	2684,59396	14377,2	3
6	1	7453	2684,59396	14377,2	1
5	2	7454	1704,35531	23960,04762	0
5	2	7454	1704,35531	23960,04762	0
5	2	7454	1704,35531	23960,04762	1
5	1	7454	1704,35531	23960,04762	1
5	2	7455	2894,84229	1290,45	3
5	2	7455	2894,84229	1290,45	2
5	1	7455	2894,84229	1290,45	1
5	1	7457	1564,49762	26983,8	1
5	2	7461	1285,62752	30142,8	1
5	1	7461	1285,62752	30142,8	1
5	2	7461	1285,62752	30142,8	1
5	1	7463	1371,49194	49671,20769	0
5	1	7463	1371,49194	49671,20769	0
5	1	7463	1371,49194	49671,20769	3
5	2	7463	1371,49194	49671,20769	1
5	1	7463	1371,49194	49671,20769	1
5	1	7464	2512,18846	17257,73333	3
5	2	7464	2512,18846	17257,73333	3
5	2	7466	993,84303	48525,9	1
5	2	7467	1352,57836	31113,75	1
5	2	7467	1352,57836	31113,75	0
5	1	7467	1352,57836	31113,75	1
5	1	7467	1352,57836	31113,75	0
5	2	7467	1352,57836	31113,75	0
3	1	7468	1138,67679	6338,453571	1
3	2	7468	1138,67679	6338,453571	1
3	2	7468	1138,67679	6338,453571	3
3	2	7468	1138,67679	6338,453571	0
3	2	7468	1138,67679	6338,453571	3
3	1	7469	1215,16917	28242	1
3	2	7469	1215,16917	28242	1
3	1	7470	2471,25808	17783,1	3
3	2	7471	2279,18933	24688,92667	1
3	1	7471	2279,18933	24688,92667	1
3	1	7473	4442,48027	12902,4	1
6	2	7475	2048,83064	1992,495652	0
6	1	7475	2048,83064	1992,495652	3
6	2	7475	2048,83064	1992,495652	1
6	2	7475	2048,83064	1992,495652	1
6	2	7476	1518,46471	12900,49	3
6	2	7478	3248,12461	14882,1	3
6	2	7479	3087,09996	14470,46667	3
6	1	7479	3087,09996	14470,46667	3
6	2	7481	1904,05643	4478,133333	2
6	2	7481	1904,05643	4478,133333	2
25	1	9757	1701,71426	7991,404762	0
25	1	9757	1701,71426	7991,404762	0
25	2	9757	1701,71426	7991,404762	1
25	1	9757	1701,71426	7991,404762	1
25	1	9758	1166,64721	7780,933333	3
25	2	9758	1166,64721	7780,933333	3
25	1	9759	1114,95321	18668,24	3
25	1	9759	1114,95321	18668,24	3
25	2	9759	1114,95321	18668,24	1
25	1	9759	1114,95321	18668,24	1
25	2	9760	1215,16917	23513,77333	2
25	1	9760	1215,16917	23513,77333	1
25	2	9761	2247,46866	18041,6	3
25	1	9761	2247,46866	18041,6	3
25	2	9762	1880,38819	3410,066667	3
25	1	9762	1880,38819	3410,066667	2
25	2	9763	2202,32907	14577,2	1
25	1	9764	1047,08772	6084,12	3
25	1	9764	1047,08772	6084,12	2
25	2	9764	1047,08772	6084,12	3
25	1	9764	1047,08772	6084,12	1
16	2	9765	458,31148	8264,6	3
16	2	9766	1310,2438	10386,5	3
16	2	9767	1420,84575	7071,133333	3
16	1	9767	1420,84575	7071,133333	3
16	2	9768	785,90886	18823,33	3
16	2	9769	3009,071	3873,604348	0
16	2	9769	3009,071	3873,604348	0
16	2	9769	3009,071	3873,604348	3
16	2	9769	3009,071	3873,604348	1
16	2	9772	1221,53007	20271,61905	0
16	2	9772	1221,53007	20271,61905	0
16	2	9772	1221,53007	20271,61905	1
16	1	9772	1221,53007	20271,61905	1
20	1	9773	1718,24427	15981,2	2
20	1	9773	1718,24427	15981,2	1
20	2	9773	1718,24427	15981,2	0
20	1	9774	4567,96985	38825,3	1
20	1	9775	3710,5308	12129,65	0
20	1	9775	3710,5308	12129,65	1
20	2	9775	3710,5308	12129,65	1
20	2	9776	3233,6915	15905,65	3
20	2	9776	3233,6915	15905,65	1
20	1	9776	3233,6915	15905,65	3
20	2	9778	1904,05643	31971,06667	2
20	2	9778	1904,05643	31971,06667	1
20	1	9779	2235,23953	27656,715	1
20	1	9779	2235,23953	27656,715	1
20	2	9779	2235,23953	27656,715	3
20	1	9780	1463,94435	12459,5	0
20	2	9780	1463,94435	12459,5	3
20	1	9780	1463,94435	12459,5	1
11	2	9781	1434,21689	13741,53333	3
11	1	9781	1434,21689	13741,53333	3
11	1	9782	1891,99675	7303	3
11	2	9782	1891,99675	7303	3
11	2	9783	2065,90266	198,5714286	0
11	2	9783	2065,90266	198,5714286	2
11	1	9783	2065,90266	198,5714286	0
11	1	9783	2065,90266	198,5714286	2
11	2	9784	2247,46866	5562,533333	3
11	1	9784	2247,46866	5562,533333	3
11	1	9785	1643,69676	14772,21739	1
11	2	9785	1643,69676	14772,21739	0
11	2	9785	1643,69676	14772,21739	1
11	1	9785	1643,69676	14772,21739	0
11	2	9787	2364,69773	8881,1	3
11	2	9788	3471,90595	10263,63333	3
11	2	9788	3471,90595	10263,63333	1
16	2	9789	643,01023	10323,34783	0
16	2	9789	643,01023	10323,34783	0
16	2	9789	643,01023	10323,34783	1
16	1	9789	643,01023	10323,34783	1
16	2	9790	1178,16191	13535,93333	1
16	1	9790	1178,16191	13535,93333	1
16	1	9791	1810,9704	27326,32667	0
16	2	9791	1810,9704	27326,32667	1
16	2	9792	1145,17024	9595,809524	1
16	1	9792	1145,17024	9595,809524	1
16	2	9792	1145,17024	9595,809524	0
16	1	9792	1145,17024	9595,809524	0
16	1	9793	1087,9028	96959,96	3
16	2	9793	1087,9028	96959,96	1
16	2	9793	1087,9028	96959,96	3
