"AREA"	"CLUSTER"	"AGE"	"SEX"	"WEIGHT"	"EMPLOYED"	"UNEMPLOYED"	"INACTIVE"	"REGISTERED"	"EDUCATION"	"INCOME"
12	56	53	2	132	0	0	1	0	1	40516
12	57	33	2	166	1	0	0	0	2	49884
12	57	66	1	181	0	0	1	0	1	36522
12	57	31	1	181	1	0	0	0	2	58590
12	57	61	1	104	0	0	1	0	3	67400
12	57	44	1	181	1	0	0	0	2	50231
12	57	36	1	235	1	0	0	0	2	48068
12	57	34	2	235	0	1	0	1	2	24021
12	57	68	1	176	1	0	0	0	1	29334
12	57	66	2	176	1	0	0	0	1	16896
12	57	40	1	176	1	0	0	0	2	50011
12	57	68	1	135	0	0	1	0	1	46835
12	57	65	2	135	0	0	1	0	1	31425
12	58	39	2	135	0	1	0	1	3	46765
12	58	35	2	135	1	0	0	0	3	59323
12	58	28	2	265	0	1	0	0	2	32490
12	58	59	1	139	1	0	0	0	1	39116
12	58	19	2	139	0	0	1	0	2	48469
12	58	27	2	139	0	1	0	1	3	48887
12	58	50	1	125	1	0	0	1	2	41780
12	58	44	2	125	0	1	0	1	2	39446
12	58	20	2	125	0	0	1	1	2	37241
12	58	16	1	125	0	0	1	0	2	55979
12	58	66	1	178	0	0	1	0	1	37871
12	58	20	1	178	1	0	0	0	3	65805
12	59	31	1	178	1	0	0	0	2	48542
12	59	29	2	178	0	0	1	0	2	59134
12	59	64	1	162	1	0	0	0	1	32344
12	59	61	2	162	0	0	1	0	1	45449
12	59	26	1	162	1	0	0	0	1	46678
12	59	18	1	162	0	0	1	0	2	38588
12	59	57	1	188	1	0	0	0	1	35169
12	59	49	2	188	1	0	0	0	2	25509
12	59	31	1	188	1	0	0	0	3	57910
12	59	68	2	233	0	0	1	0	1	49400
12	59	32	1	233	1	0	0	0	1	22567
12	59	58	1	144	0	0	1	0	1	35785
12	60	52	2	144	0	0	1	0	2	55600
12	60	46	2	126	0	0	1	0	1	40720
12	60	33	1	209	1	0	0	0	2	50416
12	60	61	1	104	1	0	0	0	2	62221
12	60	22	2	110	0	0	1	0	3	59337
12	60	45	1	133	1	0	0	0	3	68260
12	60	21	2	133	0	0	1	0	2	51043
12	60	49	2	146	0	1	0	1	2	32382
12	60	18	2	146	0	0	1	0	2	59736
12	60	42	2	181	1	0	0	0	3	71412
12	60	31	1	250	0	1	0	1	2	32763
12	60	48	1	151	0	1	0	1	1	1517
12	60	47	2	177	0	0	1	0	2	45961
12	60	24	2	177	1	0	0	0	2	55259
12	60	44	2	136	1	0	0	0	2	34989
13	61	18	2	136	0	0	1	0	2	43418
13	61	26	1	199	1	0	0	0	2	43934
13	61	77	1	139	0	0	1	0	1	41863
13	61	68	1	181	0	0	1	0	1	58511
13	61	62	2	181	0	0	1	0	1	35838
13	61	64	2	126	0	0	1	0	2	46756
13	61	24	1	126	1	0	0	0	3	78329
13	61	100	1	126	0	0	1	0	1	37201
13	61	77	2	139	0	0	1	0	1	48259
13	61	39	1	209	1	0	0	0	2	53598
13	61	36	2	209	0	0	1	0	2	51137
13	61	29	1	214	1	0	0	0	2	39275
13	62	30	2	142	0	1	0	1	3	44774
13	62	70	1	148	0	0	1	0	1	23791
13	62	66	2	148	0	0	1	0	1	43377
13	62	31	2	148	1	0	0	0	3	48141
13	62	23	1	148	0	0	1	1	2	30792
13	62	62	1	158	1	0	0	0	2	60834
13	62	27	2	158	0	0	1	0	3	55200
13	62	89	2	158	0	0	1	0	1	27460
13	62	26	2	250	1	0	0	0	2	66399
13	62	17	2	162	0	0	1	0	2	59176
13	62	59	1	175	1	0	0	0	2	57435
13	62	56	2	175	1	0	0	0	2	52314
13	63	43	1	169	1	0	0	0	3	73918
13	63	45	2	169	1	0	0	0	2	61354
13	63	21	1	169	0	0	1	0	2	48061
13	63	43	1	181	1	0	0	0	2	58448
13	63	41	2	181	1	0	0	0	3	17962
13	63	48	2	145	0	0	1	0	2	52163
13	63	20	1	145	0	0	1	0	2	52603
13	63	56	2	169	0	0	1	0	3	58367
13	63	31	1	169	1	0	0	1	3	40035
13	63	44	2	109	1	0	0	0	1	44255
13	63	48	2	116	0	0	1	0	1	42664
13	63	37	2	127	1	0	0	0	2	61588
13	64	40	1	181	0	0	1	1	2	47900
13	64	42	2	181	1	0	0	0	2	57423
13	64	36	1	235	1	0	0	0	3	76262
13	64	30	2	235	0	1	0	1	2	18602
13	64	42	2	109	0	0	1	0	1	43594
13	64	18	1	109	1	0	0	0	1	45968
13	64	59	1	185	1	0	0	0	2	42718
13	64	51	2	185	0	0	1	0	2	39065
13	64	31	1	185	0	0	1	1	2	30782
13	64	22	1	185	0	0	1	0	2	61432
13	64	70	1	139	0	0	1	0	1	36267
13	64	67	2	139	0	0	1	0	1	45920
13	65	28	2	181	1	0	0	0	2	36685
13	65	72	2	126	0	0	1	0	1	49287
13	65	50	2	199	1	0	0	0	1	44903
13	65	59	2	173	0	1	0	1	1	6093
13	65	26	1	173	0	0	1	1	2	35448
13	65	21	2	129	0	1	0	1	2	28581
13	65	66	2	244	0	0	1	0	1	44924
13	65	36	1	244	1	0	0	0	3	56676
13	65	34	2	166	1	0	0	0	1	53477
13	65	70	2	166	0	0	1	0	1	48700
13	65	45	1	142	1	0	0	0	1	36724
13	65	23	1	142	1	0	0	0	2	60577
13	65	34	1	250	1	0	0	0	2	31906
14	66	70	2	207	0	0	1	0	1	37478
14	66	29	1	207	1	0	0	0	2	19183
14	66	41	2	181	1	0	0	0	2	50208
14	66	71	2	166	0	0	1	0	1	50995
14	66	35	2	191	1	0	0	0	1	27937
14	66	58	1	130	0	1	0	1	1	22533
14	67	64	1	213	1	0	0	0	1	36375
14	67	33	1	213	1	0	0	0	1	37884
14	67	30	2	213	1	0	0	0	2	35420
14	67	56	1	162	0	0	1	1	1	30806
14	67	45	2	150	0	0	1	0	2	59115
14	67	20	1	150	1	0	0	0	2	53208
14	68	20	2	150	0	0	1	0	1	42453
14	68	17	1	150	1	0	0	0	1	33472
14	68	56	1	150	1	0	0	0	1	36511
14	68	31	1	250	1	0	0	0	2	60356
14	68	25	2	149	0	0	1	1	2	33867
14	68	42	2	135	0	0	1	0	1	46790
14	69	18	2	135	0	0	1	0	2	51101
14	69	51	1	126	1	0	0	0	1	29727
14	69	50	2	126	0	0	1	0	2	52344
14	69	54	1	132	1	0	0	0	2	51792
14	69	22	1	132	1	0	0	0	3	84829
14	69	20	2	132	0	0	1	0	2	55661
14	70	32	1	265	1	0	0	0	3	63604
14	70	63	1	223	1	0	0	0	1	33704
14	70	70	1	147	0	0	1	0	1	34778
14	70	57	1	147	0	0	1	0	1	35480
14	70	47	1	154	0	0	1	0	1	51546
14	70	37	2	154	0	1	0	0	2	48339
14	70	37	2	131	1	0	0	0	1	65759
14	70	75	2	148	0	0	1	0	2	41135
14	70	42	1	181	1	0	0	0	1	20108
14	70	40	2	181	1	0	0	0	2	30526
15	71	40	1	180	1	0	0	0	2	34403
15	71	46	2	172	0	0	1	0	2	49241
15	71	50	1	146	1	0	0	0	1	31172
15	71	48	2	146	0	0	1	1	1	37698
15	71	27	1	192	1	0	0	0	3	51248
15	71	37	1	165	1	0	0	0	2	57863
15	71	37	2	165	1	0	0	0	2	52359
15	71	41	2	165	1	0	0	0	2	58334
15	71	69	1	147	1	0	0	0	1	20789
15	72	27	2	147	1	0	0	0	2	37444
15	72	63	1	176	0	0	1	0	2	67505
15	72	57	2	176	1	0	0	0	1	24341
15	72	18	2	176	0	0	1	0	2	38658
15	72	84	1	176	0	0	1	0	1	45971
15	72	46	2	159	0	0	1	0	1	42755
15	72	20	2	159	1	0	0	0	2	56388
15	72	31	1	250	1	0	0	0	2	44935
15	72	31	1	199	1	0	0	0	3	45613
15	73	57	2	111	0	0	1	0	1	45180
15	73	60	2	113	1	0	0	0	1	42999
15	73	33	1	224	0	0	1	1	2	53563
15	73	36	2	224	1	0	0	0	2	47051
15	73	72	1	171	0	0	1	0	1	46525
15	73	63	2	171	0	0	1	0	1	25645
15	73	88	2	148	0	0	1	0	1	38542
15	73	33	2	250	0	1	0	0	3	49489
15	73	30	1	219	1	0	0	0	2	51437
15	74	23	2	219	0	0	1	0	3	60675
15	74	35	2	209	0	0	1	0	2	49019
15	74	51	1	143	1	0	0	0	1	46768
15	74	39	2	143	0	0	1	0	2	60718
15	74	21	1	143	1	0	0	0	2	43102
15	74	60	2	122	0	0	1	0	1	23922
15	74	92	1	115	0	0	1	0	1	24142
15	74	52	1	132	1	0	0	0	1	59047
15	74	23	1	132	0	1	0	1	1	15773
15	75	66	1	139	0	0	1	0	1	32373
15	75	27	2	185	1	0	0	0	3	57713
15	75	57	2	109	0	0	1	0	2	55703
15	75	17	1	109	0	0	1	0	1	36239
15	75	78	1	128	0	0	1	0	1	32964
15	75	18	1	128	0	0	1	0	2	34172
15	75	63	1	175	1	0	0	0	2	39737
15	75	31	1	175	1	0	0	0	3	40663
15	75	51	1	137	1	0	0	0	1	48111
16	76	48	2	137	0	0	1	1	2	44369
16	76	22	2	137	1	0	0	0	3	82707
16	76	63	2	175	0	0	1	0	1	41251
16	76	28	1	175	1	0	0	0	3	59853
16	76	45	2	136	1	0	0	0	2	44194
16	76	18	1	136	0	0	1	0	2	49567
16	76	52	1	130	1	0	0	0	2	45295
16	76	51	2	130	0	0	1	0	2	47614
16	76	23	1	130	0	0	1	0	2	57987
16	76	75	1	135	0	0	1	0	1	41501
16	77	75	2	135	0	0	1	0	1	29531
16	77	45	2	135	0	0	1	0	1	28246
16	77	35	1	209	1	0	0	0	2	60300
16	77	37	2	209	0	0	1	1	2	40296
16	77	29	1	255	1	0	0	0	2	41607
16	77	35	2	209	0	0	1	0	3	63032
16	77	62	2	97	0	0	1	0	3	40338
16	77	35	2	209	1	0	0	0	3	46022
16	77	20	1	129	0	0	1	0	2	53501
16	77	55	1	169	1	0	0	0	3	69564
16	78	49	2	169	0	0	1	0	2	31076
16	78	20	1	169	1	0	0	0	2	42014
16	78	18	1	153	0	0	1	0	2	54184
16	78	58	1	170	1	0	0	0	3	53005
16	78	27	1	170	0	0	1	0	2	50044
16	78	24	2	170	1	0	0	0	2	38327
16	78	38	1	286	1	0	0	0	3	45893
16	78	48	2	146	1	0	0	0	2	50973
16	78	88	1	139	0	0	1	0	1	45410
16	78	45	1	140	1	0	0	0	2	54072
16	79	59	1	162	1	0	0	0	2	57919
16	79	42	2	181	1	0	0	0	3	70435
16	79	82	2	148	0	0	1	0	2	44650
16	79	36	2	131	1	0	0	0	3	63030
16	79	87	2	148	0	0	1	0	1	49098
16	79	46	1	144	0	0	1	1	2	31618
16	79	42	2	144	0	0	1	1	1	43991
16	79	56	1	162	1	0	0	0	2	30505
16	79	44	1	251	1	0	0	0	1	53659
16	79	36	2	209	1	0	0	0	3	60028
16	80	66	2	182	0	0	1	0	1	38254
16	80	36	1	182	1	0	0	0	2	44410
16	80	69	1	188	0	0	1	0	1	44006
16	80	66	2	188	0	0	1	0	1	41954
16	80	78	2	182	0	0	1	0	1	36901
16	80	39	1	199	1	0	0	0	2	54746
16	80	47	2	136	1	0	0	0	1	23509
16	80	62	2	125	0	0	1	0	1	29082
16	80	68	1	125	0	0	1	0	1	55996
16	80	86	2	125	0	0	1	0	1	48513
16	80	60	1	124	0	0	1	1	1	21642
16	80	57	2	135	0	0	1	0	2	55212
16	80	33	2	135	0	1	0	1	3	45292
17	81	71	1	146	0	0	1	0	1	55468
17	81	45	1	146	1	0	0	0	2	44117
17	81	45	1	156	1	0	0	0	1	44497
17	81	44	2	156	1	0	0	0	1	56874
17	81	59	1	132	1	0	0	0	2	43448
17	81	34	2	168	1	0	0	0	1	29309
17	81	62	1	137	1	0	0	0	1	42959
17	81	24	2	173	1	0	0	0	2	37579
17	81	60	2	113	0	0	1	0	1	39356
17	81	48	1	142	1	0	0	0	1	33589
17	81	19	2	142	0	0	1	0	2	52402
17	81	34	1	234	0	0	1	0	1	33350
17	81	47	1	154	0	1	0	1	1	8309
17	82	40	1	191	1	0	0	0	2	43746
17	82	49	1	154	1	0	0	0	2	61198
17	82	36	2	154	1	0	0	0	2	36596
17	82	61	2	123	0	0	1	0	1	30320
17	82	48	1	149	1	0	0	0	2	43473
17	82	21	2	149	0	0	1	1	2	45307
17	82	48	1	144	1	0	0	0	2	51719
17	82	40	2	144	1	0	0	0	3	67869
17	82	54	1	231	0	1	0	1	1	18177
17	82	27	1	231	0	1	0	1	2	43082
17	82	63	2	97	0	0	1	0	1	33545
17	82	18	2	142	0	0	1	0	1	30909
17	82	37	2	209	1	0	0	0	3	49076
17	83	84	2	137	0	0	1	0	1	24940
17	83	56	2	139	1	0	0	0	3	56643
17	83	24	2	139	1	0	0	0	2	42740
17	83	33	2	183	1	0	0	0	2	64528
17	83	66	2	192	0	0	1	0	1	26070
17	83	29	1	192	1	0	0	0	3	64726
17	83	79	1	147	0	0	1	0	1	36922
17	83	24	1	147	1	0	0	0	2	48526
17	83	22	1	147	1	0	0	0	2	57383
17	83	45	1	136	1	0	0	0	2	57170
17	83	21	1	136	1	0	0	0	3	69672
17	83	18	2	136	0	0	1	0	2	66704
17	83	77	1	139	0	0	1	0	1	36240
17	84	24	2	149	1	0	0	0	2	56968
17	84	47	2	138	0	0	1	0	1	39067
17	84	18	2	138	0	1	0	1	2	15675
17	84	17	2	134	0	0	1	0	2	49723
17	84	77	1	139	0	0	1	0	1	29186
17	84	76	2	139	0	0	1	0	1	50145
17	84	53	1	165	0	1	0	1	3	39784
17	84	73	1	190	0	0	1	0	1	43387
17	84	68	2	190	0	0	1	0	1	40993
17	84	33	2	190	0	0	1	0	3	59001
17	84	26	2	255	1	0	0	0	3	48692
17	84	76	1	139	0	0	1	0	1	38231
17	84	71	2	139	0	0	1	0	1	61723
17	85	46	1	128	1	0	0	0	3	73819
17	85	55	2	128	1	0	0	0	2	51956
17	85	62	1	179	0	0	1	0	2	49387
17	85	42	2	139	1	0	0	0	3	59622
17	85	20	2	139	0	0	1	0	2	37880
17	85	29	2	255	0	0	1	0	3	40638
17	85	55	2	145	1	0	0	0	2	56942
17	85	37	2	209	0	0	1	1	3	82552
17	85	26	1	196	1	0	0	0	3	53192
17	85	48	2	134	1	0	0	0	3	62048
17	85	16	2	134	0	0	1	0	2	50185
17	85	75	1	198	0	0	1	0	2	45590
17	85	32	1	198	0	1	0	1	1	16516
17	85	65	2	198	0	0	1	0	2	53846
17	85	33	1	198	1	0	0	0	2	50248
17	85	70	2	148	0	0	1	0	3	53964
18	86	56	2	136	0	0	1	0	3	35104
18	86	26	2	136	1	0	0	0	3	56964
18	86	68	1	139	0	0	1	0	3	38881
18	86	49	2	135	1	0	0	0	3	65721
18	86	24	1	135	0	0	1	0	3	54164
18	86	22	1	135	0	0	1	0	3	45642
18	86	19	2	135	0	0	1	0	2	33058
18	87	26	2	157	1	0	0	0	3	80061
18	87	35	2	209	1	0	0	0	3	55849
18	87	38	1	209	1	0	0	0	3	61660
18	87	43	2	144	1	0	0	0	3	67437
18	87	30	2	250	1	0	0	0	3	71233
18	87	31	1	250	1	0	0	0	3	60491
18	87	42	1	156	1	0	0	1	2	51587
18	88	40	2	156	1	0	0	1	3	54986
18	88	74	1	106	0	0	1	0	2	40948
18	88	23	1	106	0	0	1	0	3	54621
18	88	69	2	139	0	0	1	0	2	42663
18	88	65	1	177	0	0	1	0	2	64913
18	88	63	2	177	1	0	0	0	3	54824
18	88	30	2	177	0	1	0	1	3	46044
18	89	67	2	148	0	0	1	0	1	23378
18	89	29	1	255	1	0	0	0	3	67373
18	89	44	2	133	0	0	1	0	2	49521
18	89	50	1	133	0	0	1	0	2	64335
18	89	50	2	136	1	0	0	0	3	58320
18	89	24	1	136	0	1	0	0	3	49100
18	89	33	1	250	1	0	0	0	3	68386
18	90	30	2	198	1	0	0	0	3	64146
18	90	26	2	198	1	0	0	0	3	76321
18	90	33	2	183	1	0	0	0	2	50535
18	90	69	1	139	0	0	1	0	3	57755
18	90	34	1	266	1	0	0	1	2	36372
18	90	70	1	136	0	0	1	0	3	75995
18	90	67	2	136	0	0	1	0	2	51767
18	90	37	2	136	1	0	0	0	3	63116
19	91	59	1	129	1	0	0	0	3	70288
19	91	46	2	129	1	0	0	0	3	60028
19	91	65	1	113	0	0	1	0	3	35439
19	91	55	2	104	1	0	0	0	2	72876
19	91	28	2	146	0	0	1	0	2	39456
19	91	23	2	146	0	0	1	1	3	51627
19	91	22	1	146	0	1	0	1	2	32151
19	91	22	2	126	1	0	0	0	2	47729
19	91	24	1	126	1	0	0	0	2	51618
19	91	25	1	297	1	0	0	0	2	49517
19	91	50	2	199	0	0	1	0	2	38685
19	92	27	1	199	0	0	1	1	2	45123
19	92	60	2	207	1	0	0	0	2	34162
19	92	30	1	207	1	0	0	0	3	61010
19	92	57	1	165	0	0	1	0	1	27539
19	92	54	2	165	0	0	1	0	1	46869
19	92	38	2	131	1	0	0	0	2	34604
19	92	50	2	185	0	0	1	0	1	23038
19	92	28	1	185	1	0	0	0	1	43682
19	92	26	1	185	0	0	1	0	1	28964
19	92	22	2	185	1	0	0	0	1	23527
19	92	50	2	175	0	0	1	0	1	45359
19	93	37	2	191	0	0	1	0	2	47568
19	93	42	1	191	1	0	0	0	3	73298
19	93	79	1	139	0	0	1	0	2	49002
19	93	65	2	139	0	0	1	0	1	43239
19	93	20	1	121	0	0	1	0	2	53861
19	93	32	2	183	1	0	0	0	2	66442
19	93	31	2	240	0	0	1	0	2	36390
19	93	34	1	250	1	0	0	0	1	53144
19	93	69	2	148	0	0	1	0	3	69196
19	93	63	1	149	0	0	1	0	3	60487
19	93	57	1	162	0	0	1	0	1	46172
19	94	41	2	117	0	1	0	1	2	21702
19	94	48	2	189	0	0	1	0	2	53671
19	94	41	1	189	0	0	1	0	3	52641
19	94	29	1	255	1	0	0	0	2	70630
19	94	25	2	255	1	0	0	0	2	39462
19	94	71	2	233	0	0	1	0	1	22125
19	94	31	1	233	0	0	1	0	2	57186
19	94	24	1	126	1	0	0	0	2	56668
19	94	24	2	126	0	0	1	0	2	61393
19	94	38	2	131	0	0	1	0	2	47080
19	94	30	2	250	0	1	0	1	3	46921
19	95	33	1	250	1	0	0	0	2	66092
19	95	38	2	131	1	0	0	0	2	54332
19	95	30	1	265	1	0	0	0	2	53902
19	95	27	2	265	1	0	0	0	2	34964
19	95	28	2	265	1	0	0	0	3	60646
19	95	52	1	124	1	0	0	0	1	46980
19	95	52	2	124	0	0	1	0	1	37516
19	95	18	1	124	0	0	1	0	2	46932
19	95	36	2	224	1	0	0	0	2	55171
19	95	54	2	162	0	0	1	0	2	43896
19	95	27	2	162	0	0	1	1	3	54205
20	96	24	2	162	1	0	0	0	2	38973
20	96	57	1	146	1	0	0	0	2	54478
20	96	56	2	146	0	0	1	0	1	48854
20	96	28	1	146	1	0	0	0	3	60329
20	96	21	2	146	1	0	0	0	2	73451
20	96	51	1	165	1	0	0	0	2	54489
20	96	64	2	113	0	0	1	0	1	40441
20	96	83	1	112	0	0	1	0	1	41588
20	96	75	2	112	0	0	1	0	1	35994
20	97	57	2	112	1	0	0	0	1	40588
20	97	59	1	155	0	0	1	1	1	41314
20	97	72	1	228	0	0	1	0	3	63430
20	97	66	2	228	0	0	1	0	2	68187
20	97	33	1	228	1	0	0	0	3	67034
20	97	36	2	131	1	0	0	0	2	55268
20	97	45	1	163	1	0	0	0	2	51922
20	97	59	2	135	1	0	0	0	2	36143
20	97	26	2	135	1	0	0	0	2	49403
20	98	24	1	135	0	0	1	0	2	49206
20	98	45	2	144	0	0	1	0	2	64182
20	98	55	1	163	1	0	0	0	3	57071
20	98	50	2	163	1	0	0	0	2	53029
20	98	21	1	163	0	0	1	0	2	49372
20	98	20	2	163	0	0	1	0	2	46392
20	98	53	2	128	0	0	1	0	1	55880
20	98	21	2	128	0	1	0	0	3	50716
20	98	75	2	139	0	0	1	0	1	44706
20	99	35	1	209	1	0	0	0	2	56255
20	99	35	2	209	1	0	0	0	2	61484
20	99	43	1	181	1	0	0	0	2	40662
20	99	41	2	181	1	0	0	0	3	67532
20	99	34	2	235	1	0	0	0	2	32643
20	99	35	1	286	1	0	0	0	3	73608
20	99	49	2	138	0	0	1	0	2	46287
20	99	34	2	235	1	0	0	0	2	42793
20	99	60	2	123	0	0	1	0	1	40045
20	100	40	2	112	1	0	0	0	2	38763
20	100	17	1	119	0	0	1	0	2	55855
20	100	72	2	148	0	0	1	0	1	44752
20	100	68	1	156	0	0	1	0	1	40395
20	100	29	1	255	1	0	0	0	2	54091
20	100	75	1	176	0	0	1	0	1	26483
20	100	40	1	176	0	0	1	0	2	57218
20	100	42	2	140	0	0	1	0	2	45568
20	100	25	1	209	1	0	0	0	2	49074
20	100	52	1	159	1	0	0	0	2	62484
